,name,age,location,gender,join_date,total tweets,followers,following,verified,tweet,likes,retweets,date,word count,launguage,is quote,hashtags,trending,tweet id
681,MauroArnijas,,"San Luis, Argentina",,2016-11-16,813,37,96,False,RT @themoonlovepic: Moon reflection https://t.co/mADM8KfH3s,0,3296,2023-01-09,5,en,False,[],[],1612459926525181953
682,maudlinamida,,,,2018-06-19,47566,1304,1066,False,Twitter lah https://t.co/JgLm8mDL6b,0,0,2023-01-09,3,en,True,[],,1612459926517092359
683,erikneff86,,Illinois,,2013-04-21,28571,2181,4780,False,"TLaw Origins /49 📈📈 - $75 
Last sold for 80

Shipping in pinned

#thehobby #whodoyoucollect 

@sports_sell @Hobby_Connect @CardHobbyRTs @TheHobby247 @ConnectingHobby @CardboardEchoes @HobbyRetweet_ @24_7SportsCards @84baseballcards @collectorconn19 @HobbyConnector https://t.co/6mC5uhacWz",0,0,2023-01-09,25,en,False,"[{'text': 'thehobby', 'indices': [65, 74]}, {'text': 'whodoyoucollect', 'indices': [75, 91]}]",[],1612459926516793344
684,MatthewCGlab,,New Jersey,,2015-01-12,33699,489,222,False,RT @DougJBalloon: It takes a good six-year-old with a gun to stop a bad six-year-old with a gun.,0,2442,2023-01-09,18,en,False,[],[],1612459926508503040
685,sopheeloveslife,,"Abuja, Nigeria",,2022-07-23,3445,54,95,False,"RT @hellobukola: I really hope Ayra Starr does something with the phrase “Sabi Girl.”

I think it’s very brand-worthy. “Celestial Being” is…",0,1079,2023-01-09,21,en,False,[],[],1612459926504501248
686,rajnish1782,,"Punjab, India",,2020-06-06,840,41,549,False,"RT @EclipseFND: We've got some exciting news that we will release when we hit 10k followers 🎉
Any ideas for what it might be? 👀",0,2,2023-01-09,24,en,False,[],[],1612459926504493057
687,ZennecFox,,,,2012-12-11,40387,169,932,False,place YouTube and WotC in the colosseum and let whatever happens happen,0,0,2023-01-09,12,en,False,[],,1612459926500032515
688,mpodg,,,,2017-02-15,19617,243,1523,False,RT @JKERB25: If we not going y’all not going either IDC,0,4371,2023-01-09,11,en,False,[],,1612459926496088065
689,mariofr81296655,,,,2020-08-02,54146,243,850,False,RT @ElectionWiz: Good morning! https://t.co/TCMM7Tw1sn,0,178,2023-01-09,5,en,False,[],,1612459926491652096
690,data_gawd,,,,2009-06-26,14655,2392,2721,False,"RT @tkleblanc0211: Y’all let’s have some fun today!
THE ROAD TO #twitchaffiliate!!
#twitchstreamer #SmallStreamersConnect #smallstreamer ht…",0,1,2023-01-09,14,en,False,"[{'text': 'twitchaffiliate', 'indices': [64, 80]}, {'text': 'twitchstreamer', 'indices': [83, 98]}, {'text': 'SmallStreamersConnect', 'indices': [99, 121]}, {'text': 'smallstreamer', 'indices': [122, 136]}]",,1612459926479114241
691,zeeky__,,,,2014-12-30,7063,909,759,False,2 people followed me // automatically checked by https://t.co/sZzESNlHEl,0,0,2023-01-09,9,en,False,[],,1612459926479060992
692,retired61016,,"Florida, USA",,2016-07-29,92875,1263,1805,False,"RT @emptywheel: Here's another one:

Do you think DOJ better know the elements of the offense for the crimes they charge Trump with before…",0,12,2023-01-09,23,en,False,[],[],1612459926470758401
693,RalphBillz,,,,2013-06-28,49586,893,1275,False,RT @YKOE_GH: Well!! 💀💀💀 https://t.co/YU2RGxRVMT,0,1586,2023-01-09,5,en,True,[],,1612459926470725634
694,NewSuperBot1,,,,2020-02-07,152838,98,75,False,Whenever I play Mario Kart 8 Deluxe I play as Rosalina because they make funny sounds and run fast.,0,0,2023-01-09,19,en,False,[],,1612459926466748416
695,mass_niranjan,,,,2020-05-31,160669,1304,1144,False,"RT @TFC_Back: Next Vibe Material On the Way..😍

#CelebrationOfVarisu 

Vanga Vibe Pannuvom..🙇 https://t.co/O2jiCqiV2u",0,224,2023-01-09,12,en,False,"[{'text': 'CelebrationOfVarisu', 'indices': [48, 68]}]",,1612459926454177795
696,TalwarRanesh,,,,2021-07-19,46423,3,7,False,Everyone in this wor u #推特刷粉 ＃推特粉丝 ＃推特涨粉  er IE R I Lld is equal    https://t.co/yzeJR6m9DP,0,0,2023-01-09,20,en,False,"[{'text': '推特刷粉', 'indices': [23, 28]}, {'text': '推特粉丝', 'indices': [29, 34]}, {'text': '推特涨粉', 'indices': [35, 40]}]",,1612459926449971201
697,ConnCFC,,,,2016-07-15,72984,217033,2605,True,"Thiago Silva’s new contract NEEDS to be a priority. With the state the club is in right now, Chelsea can’t afford this lose this guy. https://t.co/T0AKm0zbXY",3,1,2023-01-09,26,en,False,[],,1612459926449692672
698,mochii8152,,,,2018-04-01,26780,462,801,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4183,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459926437388288
699,Chor_colate6,,"Lagos, Nigeria",,2021-08-01,2411,743,573,False,RT @blacksherif_: i kept fighting,0,412,2023-01-09,5,en,False,[],"['#LowkeyByDrSpartaa', '#MondayMotivation', 'Chelsea', 'Potter', '#KongaAt40', '#MCICHE', '#AtikuGate', 'Ojota', 'Tuchel', 'Yoruba Nation', 'BEAUTY X BEENAVY FOREVER', 'Happy New Week', 'BET QUEEN OF BEENAVY', 'Stop Brymo', 'Belgium', 'Roberto Martinez', 'DEAR PHYNA', 'Raymond Dokpesi', 'Airtel', 'Channels TV', 'PHYNA X PHYNATION FOREVER', 'Chew', 'Portugal', 'Igbo', 'London', 'Studied', 'National Theatre', 'CHI CHI IS TURNING 23', 'SWEETNESS AT 23', 'tomorrow is monday', 'IT IS RAINING MIRACLES ALREADY', 'Ward Prowse', 'Christensen', 'Pedri', 'Brekete', 'Jin Mu', 'Mahrez', 'Kessie', 'Gallagher', 'Binani', 'Savic', 'WHERE IS BELLA', 'iFitness', 'Special Purpose Vehicle', 'Weghorst', 'SHEGGZ WE STAN', 'Rufai Oseni', 'Banga', 'Yola', 'Speedy']",1612459926437220355
700,bigbabaolu,,"Ogun, Nigeria",,2013-06-08,9281,155,299,False,RT @Orey1402: @Th_collins07 My aunt used that lamp/radio too. Her first son is now  16yrs and in 200level.,0,1,2023-01-09,19,en,False,[],[],1612459926433189890
701,gora444,,,,2014-10-14,9388,69,34,False,"Genius Span, Parameters realized. Illiteracy Died.
؟?
نمشے

🔹VOX2🔹
🔹VOX2🔹
🔹VOX2🔹",0,0,2023-01-09,6,en,False,[],,1612459926432976899
702,artkovaleva,,,,2022-01-25,35253,5206,1657,False,"RT @LisavetaRaii: GM 💛

/HEARTLESS 
reserve price: 0.13 ETH 

#KatoKrew https://t.co/iGlWoeDZrQ",0,37,2023-01-09,10,en,False,"[{'text': 'KatoKrew', 'indices': [62, 71]}]",,1612459926424588289
703,justmaripok,,,,2017-07-04,22380,114,64,False,RT @dreamyyarchive: hot girls were raised by them &lt;3 https://t.co/PvyEggsMBR,0,14374,2023-01-09,10,en,False,[],,1612459926416424961
704,barbiesway,,,,2009-04-09,569031,50584,46026,False,"RT @EarthDesires: Visit her Author UpROAR website today!
Author JOY M. LILLEY https://t.co/hVocUmGRHY
#AuthorUpROAR @EarthDesires @joygerke…",0,3,2023-01-09,14,en,False,"[{'text': 'AuthorUpROAR', 'indices': [102, 115]}]",,1612459926416416768
705,natsukoginko,,‘97|| she/her|| italy,,2020-10-27,39020,9277,1068,False,RT @btsvotingunite: Reminding everyone that the end of SMA voting is getting near. Our team can't win this alone so we are asking for help…,0,898,2023-01-09,25,en,False,[],[],1612459926416138241
706,azmilwhoruns,,"Baile Atha Cliath, Ireland",,2009-10-27,4629,179,265,False,Thai food by the tallest towers in the world https://t.co/QnFEKXc65N,0,0,2023-01-09,10,en,False,[],[],1612459926412222468
707,sreebalann,,,,2013-05-06,132688,3750,2225,False,RT @love_liv_laf: One more pawn of Bharat Jodo (read todo) yatra😡 https://t.co/QobMFLCOfH,0,12,2023-01-09,12,en,False,[],,1612459926412210176
708,SarahMa61500191,,,,2022-12-16,504,1,5,False,# Market Questions is the FTs guide to the week ahead 🥙🍑🍳🥚🍤🍖🍗🍊🍇🍓🍬🍫🍿🍩🍪🍒🍈🥑🍳🥚🍤🍒🍊🍯🍞🥐Subsidiary helps money manager synonymous with stockpicking leapfrog rival State Street,0,0,2023-01-09,22,en,False,[],,1612459926412034049
709,BoobieMiles93,,,,2010-04-30,206849,1035,1580,False,RT @Vada_Fly: Lovie Smith getting fired in Houston is a joke. What weapons he have?? 😂😂There are literally people on my timeline who could…,0,2,2023-01-09,24,en,False,[],,1612459926412005376
710,austin_dermody,,,,2022-11-07,2234,1867,2426,False,RT @TheMiddleBorn: drop your handles for swift gains 🥁💊,0,62,2023-01-09,9,en,False,[],,1612459926408040448
711,suzyoung_,,,,2021-03-08,1189,115,59,False,"RT @jangukmypupil: JAEWOOK SENT A COFFEE TRUCK TO YOUNJUNG IDK ABT YOU ALL BUT THIS IS SO BOYFRIEND BEHAVIOR. THEY'RE DATING FR.🥺💓✨🍀🍀
#GoYo…",0,180,2023-01-09,22,en,False,[],,1612459926408036357
712,Kaviyar63994834,,,,2022-06-09,34913,76,47,False,"RT @Josephvfc22: Finally #varisu Ticket Ready💥

@actorvijay https://t.co/UFRVzugJBH",0,11,2023-01-09,7,en,False,"[{'text': 'varisu', 'indices': [25, 32]}]",,1612459926403833856
713,aylioaa,,,,2022-11-21,18,0,6,False,"Quote of the day: You are exactly where you meant to be!
#MondayMotivation",0,0,2023-01-09,12,en,False,"[{'text': 'MondayMotivation', 'indices': [57, 74]}]",,1612459926403645440
714,Quirky_Shop,,Thailand,,2011-10-20,56240,571,274,False,"RT @CutieHornyB: LOOK AT HIM BEING SO BABY 😭 I'M CRYING 😭 HIS SMILE IS THE PUREST 😭

📸 @MissNightK 

 #MileApoxDior
@milephakphum @Nnattawi…",0,27,2023-01-09,22,en,False,"[{'text': 'MileApoxDior', 'indices': [102, 115]}]","['#y2kDMDCallingYou', '#DentisteLoveLISA', '#LISAConfidentsmile', '#DestinyClinicYinWar', '#HalongtalkEP2', '#Chapter0', '#ParkJinYoung', '#HappyJourneyOhmThitiwat', '#WeTVawards2022XYoungjae', '#ดงดอกไม้EP12', '#TheWarpEffectEP5', '#BHEntertainment', '#อุคจอง', '#WeTVArtistOfTheYear', '#600KloveforBarcode', '#เคหาสน์นางคอยep9', '#PimBNK48', '#1MMyStarlightMV', '#WeTVth', '#ข้างกันจนครบ2Mแล้ว', '#สุดสัปดาห์คนหล่อขอทําดี', '#คนหล่อขอทําดีปี16', '#DentistexLISA', '#รวมไทยสร้างชาติ', '#SudsapdaxKonlor', '#MBbetweenUsMV', '#น้องอาซาร์ของพี่กลัฟ', '#TRAViZGOxJamFilm', '#yinyiny_anw', '#บาสเด็กอ้วนที่แท้จริง', '#TRAViZGOxZeeNuNew', '#nomin', '#DirtyLaundry', '#EngenesApologizeToThaiTeumes', '#ShowMeLoveแค่อยากบอกรัก', '#MTBB', '#khaotungg', '#Nene郑乃馨', '#OpenHouseมข', '#HAPPYJKDAY2023', '#ลออจันทร์', '#MarkBam', '#เฟิร์สข้าวตัง', '#MewBDFM23', '#ATOMxALICE_VotingCollabs', '#DiorSpring23']",1612459926391259139
715,daybyzay,,,,2022-03-27,21996,126,1806,False,RT @hunchodagreatt: everytime a hoe make me mad : https://t.co/Z3oMQVGIMh,0,1617,2023-01-09,10,en,False,[],,1612459926386876420
716,Elon_Onyango,,,,2022-11-12,8,0,27,False,RT @edwinsifuna: My statement on the recent conduct and utterances by DP Rigathi Gachagua. https://t.co/ewGKXmPBzd,0,166,2023-01-09,15,en,False,[],,1612459926357528583
717,EMathmo,,,,2017-10-15,129559,2778,4982,False,RT @LambiLadaki: Happy to Follow Back https://t.co/STak8Z5NO4,0,163,2023-01-09,7,en,False,[],,1612459926357409794
718,apreiskagilang,,"Surabaya, Indonesia",,2009-09-26,570640,1271,456,False,RT @ESPNFC: Barcelona have conceded the least amount of goals in all of Europe's top 5 leagues (6) 😳 https://t.co/AypbG66zRw,0,1766,2023-01-09,20,en,False,[],"['Tulungagung', '#TEMPTATION', '#TOMORROW_X_TOGETHER', '#BNBchain', '#TimnasDay', 'Vietnam', 'Asnawi', 'DAYDREAM CONCEPT CLIP', 'Klok', '#AFFMitsubishiElectricCup', 'Piala Asia', 'PSSI', 'Gus Muhaimin', 'Van Hau', 'Jordi Amat', 'Pacitan', 'No 5', 'Irianto', 'Passing', 'Rafli', 'Arhan', 'Garuda', 'CHAEWON DOCUMENTARY RELEASE', 'Federasi', 'Dendy', 'Husky', 'Spaso', 'Abimanyu', 'Kerasa', 'Saddil', 'Apresiasi', 'chenle', 'Piala AFF', 'ARMY GRIND HARDER FOR SMA', 'AFF 2022', 'Venna Melinda', 'Nadeo', 'Samoyed', 'Rizky Ridho', 'Guru SD', 'PKB Bersama', 'Portugal', 'NOMIN JAYA JAYA JAYA', 'Ponorogo', 'Ferry Irawan', 'Nguyen', 'Selesai', 'Bantul', 'Split', 'KDRT']",1612459926349312004
719,Reosif_,,,,2017-02-26,8521,6208,595,False,RT @noc724: can't decorate it #orv #yoojoonghyuk https://t.co/EoU2TwPbyR,0,25,2023-01-09,8,en,False,"[{'text': 'orv', 'indices': [30, 34]}, {'text': 'yoojoonghyuk', 'indices': [35, 48]}]",,1612459926349303809
720,jaredadcrypto,,,,2012-09-08,4228,4563,1470,False,"Let me let the 🐱 out of the bag..

Forgive me @Ade_doxxa 

If you are still not following him you are missing a lot.

I trust his game so much cos he takes his time to prepare the slips and don't just drop betting slips anyhow...

We will definitely win from his pick https://t.co/wnJ6JRx7VC",0,0,2023-01-09,51,en,False,[],,1612459926344896515
721,ChuckStansell,,NW Texas,,2022-04-25,5415,66,109,False,"Peer pressure, employer pressure, media pressure, government pressure, it's a wonder any of us have common sense.",0,0,2023-01-09,17,en,False,[],[],1612459926340907008
722,imrexton,,,,2020-10-21,4999,1181,654,False,RT @irisfr_: slowly accepting the fact that life doesn’t always go the way we want,0,148,2023-01-09,15,en,False,[],,1612459926336720897
723,toyoniichan,,,,2022-09-28,1278,354,29,False,"RT @toyoniichan: 🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️🥹❤️

161109 LOVE SONG 
#平野紫耀 #히라노쇼 https://t.co/OWY7wpbWLS",0,13,2023-01-09,8,en,False,"[{'text': '平野紫耀', 'indices': [100, 105]}, {'text': '히라노쇼', 'indices': [106, 111]}]",,1612459926324150272
724,hpkksoul7,,,,2021-03-22,47041,885,1103,False,"RT @01Btsxarmy1: ARMY,the current is still not safe! 🚨 They can easily take the lead anytime,so please don't be complacent and go cast your…",0,327,2023-01-09,24,en,False,[],,1612459926319763462
725,Yenim64,,,,2014-01-07,85302,237,39,False,I miss laughing with you.,0,0,2023-01-09,5,en,False,[],,1612459926315749376
726,3Saggese,,,,2021-10-09,181,65,35,False,Warming up our brains this Monday morning by building Native American wetus! https://t.co/saZYbKDO7w,0,0,2023-01-09,13,en,False,[],,1612459926315581441
727,JenicaaGonzales,,"Beijing, China",,2009-11-13,5747,252,236,False,one person unfollowed me // automatically checked by https://t.co/ffyZFKdFSm,0,0,2023-01-09,9,en,False,[],[],1612459926311391234
728,Labisiiiii,,"Abeokuta, Nigeria",,2019-03-27,37226,3024,2135,False,RT @OgunsanTitilope: I need someone to explain how voting a particular person will reduce sardine price from 800 back to 200🥲,0,22,2023-01-09,21,en,False,[],[],1612459926307340293
729,marvelbrinas,,,,2022-06-11,15369,1349,1176,False,good morning to me https://t.co/NcObvjUmR6,1,0,2023-01-09,5,en,False,[],,1612459926303178754
730,CryptoDC11,,,,2022-06-16,9700,336,676,False,"RT @ChupitoNFT: Then October/November came: SOL dropped 65%, royalties weren't enforced anymore and our FP dropped too

All of a sudden we…",0,1,2023-01-09,21,en,False,[],,1612459926303170563
731,claemingwin,,,,2022-11-18,4389,80,1518,False,"RT @edz_lozano: $30 to 1 winner 

- RT + Follow me",0,6736,2023-01-09,11,en,False,[],,1612459926303170562
732,Christi21684462,,,,2021-11-10,1201,158,271,False,"RT @MySportsUpdate: #Lions HC Dan Campbell: ""I don't want to hear that anymore, Same Old Lions. ....I wanted to be a part of building a new…",0,502,2023-01-09,26,en,False,"[{'text': 'Lions', 'indices': [20, 26]}]",,1612459926303002626
733,gregpiper,,"Washington, DC",,2008-02-15,52995,1803,305,False,"The coach lied and didn't mention the settlement: ""Today, we have clarity that this case lacked any standing, and without evidence, the truth has prevailed.""

Virginia Tech paid $100,000 in ex-athlete's lawsuit settlement, attorney says https://t.co/N3IQi95qdJ via @roanoketimes",0,0,2023-01-09,37,en,False,[],"['Aaron Rodgers', 'Cowboys', 'Packers', 'Lions', '#MondayMotivation', '#LawEnforcementAppreciationDay', '#mondaythoughts', 'Good Monday', 'Victory Monday', 'Brazil', '#其阿點用其實實', '#Mondayvibes', 'Happy Founders', 'Gucci', 'Flores', 'Daily Quordle 350', 'Poetry', 'Mali', 'Noma', 'Inside Job', 'Bannon', 'phi beta sigma fraternity', 'New Week', 'Trees', 'Wealth', 'Another Monday', 'Joe Woods', 'Camilla', 'Prince Harry', 'Lovie', 'hyungwon', 'Sara Jay', 'Big Mouth', 'Quay', '60 Minutes', 'Diana', 'Brian Walshe', 'Stefanski', 'Circuit City', 'Homework', 'Culley', 'Piers', 'taehyun', 'Lula', 'Devonte Wyatt', 'Bill Belichick', 'Jason Miller', 'Royal Family', 'The RF', 'Alexis']",1612459926303002625
734,_TYLEN0L,,,,2022-05-19,3378,55,244,False,"RT @segaone_: @tanyarlfes Forget about the norms and all, the whole outfit ugly as fuck dude why would someone need that much unnecessary l…",0,284,2023-01-09,24,en,False,[],,1612459926298951680
735,pierrecardina18,,,,2021-02-10,324,26,28,False,RT @bullluncdao: #LUNC TRENDING 💯🔥,0,19,2023-01-09,5,en,False,"[{'text': 'LUNC', 'indices': [17, 22]}]",,1612459926298759169
736,Scholar_Alert,,,,2022-01-05,7378,843,16,False,"🚨@AxieInfinity Scholarship🚨

Guild name: Dreamz

Apply Here: https://t.co/ktCYRwZmaI 

Follow us at @Scholar_Alert and @TavernDAO for instant updates

#AxieInfinityScholarship #AxieScholarship #Dreamz",0,0,2023-01-09,17,en,False,"[{'text': 'AxieInfinityScholarship', 'indices': [151, 175]}, {'text': 'AxieScholarship', 'indices': [176, 192]}, {'text': 'Dreamz', 'indices': [193, 200]}]",,1612459926282194946
737,moonville5,,,,2021-05-24,30872,3404,3867,False,"RT @thywn_: @moonville5 arigatou sera

DAYDREAM CONCEPT CLIP
#TXT_Daydream #TEMPTATION 
#TOMORROW_X_TOGETHER 
@TXT_members @TXT_bighit",0,1,2023-01-09,11,en,False,"[{'text': 'TXT_Daydream', 'indices': [61, 74]}, {'text': 'TEMPTATION', 'indices': [75, 86]}, {'text': 'TOMORROW_X_TOGETHER', 'indices': [88, 108]}]",,1612459926282186757
738,mllylvslvjyupd,,,,2023-01-04,153,32,3,False,Molly retweeted a post! https://t.co/TDsfavMisb,0,0,2023-01-09,5,en,True,[],,1612459926278017026
739,GauravA87503899,,,,2022-09-23,3215,6,7,False,RT @pritpalinsan09: Saint Gurmeet Ram Rahim Ji not only teaches to limit the time spent on the screen but also recommends installing cyber…,0,112,2023-01-09,23,en,False,[],,1612459926277980162
740,AbdulIb05899872,,,,2020-08-04,716,661,718,False,RT @GainmutualGain: Boost your accounts now‼️ Follow whoever retweets and follows you 🍌:🗽'🧊🔥,0,14,2023-01-09,13,en,False,[],,1612459926277787655
741,Junior52980644,,,,2020-10-18,13124,2,0,False,of the whole programme was afforded by the three c  qqu #电报拉人 #电报克隆 #飞机刷粉  https://t.co/d234UNJf5n,0,0,2023-01-09,17,en,False,"[{'text': '电报拉人', 'indices': [56, 61]}, {'text': '电报克隆', 'indices': [62, 67]}, {'text': '飞机刷粉', 'indices': [68, 73]}]",,1612459926269624322
742,ankitsharma2504,,"Bharatpur, India",,2019-07-20,53660,279,754,False,"RT @bhaskarj693: The root of suffering is attachment

FANS DEMAND ANKIT IN BB",0,27,2023-01-09,12,en,False,[],[],1612459926269595649
743,hiiclk,,,,2017-10-03,32226,14,811,False,RT @koovarbie: taekook when they think the cameras are not watching : A long thread https://t.co/DzZ3jHG7nS,0,2679,2023-01-09,16,en,False,[],,1612459926265397251
744,juanelvaroz,,,,2021-05-31,49501,11683,11662,False,"RT @ohanxiety: Don't ask why someone keeps hurting you, ask yourself why you keep allowing them to.",0,599,2023-01-09,17,en,False,[],,1612459926257029121
745,fairiesblueLB97,,,,2020-04-11,14779,44,204,False,RT @WORLDMUSICAWARD: #Lisa turns her DENTISTE Special Fan Greet into a main event and takes over top Twitter trends Worldwide!💥🔝🌎🇹🇭👑💛 @BLAC…,0,182,2023-01-09,21,en,True,"[{'text': 'Lisa', 'indices': [21, 26]}]",,1612459926248648704
746,Mitch59C,,,,2013-04-21,97147,732,434,False,RT @BornAKang: I feel like this is how I would react if I met one of these vendors lol https://t.co/oqsp1y0hnk,0,2084,2023-01-09,20,en,False,[],,1612459926248382464
